"id"	"num"	"neg.score"	"neg.p.value"	"neg.fdr"	"neg.rank"	"neg.goodsgrna"	"neg.lfc"	"pos.score"	"pos.p.value"	"pos.fdr"	"pos.rank"	"pos.goodsgrna"	"pos.lfc"
"13429"	"TEX264"	4	0.77378	0.77324	1	13429	0	0.15875	0.28535	0.3641	1	5616	1	0.15875
"13430"	"OR51L1"	4	0.77381	0.77328	1	13430	0	-0.055457	0.39995	0.43911	1	6943	1	-0.055457
"13431"	"FAIM3"	4	0.77387	0.77334	1	13431	0	0.015864	0.68397	0.68333	1	11486	0	0.015864
"13432"	"SYNDIG1L"	4	0.77389	0.77335	1	13432	0	0.028963	0.5868	0.58769	1	9696	1	0.028963
"13433"	"TIMM9"	4	0.77394	0.7734	1	13433	0	0.0022386	0.82662	0.82602	1	14228	0	0.0022386
"13434"	"SLC35A4"	4	0.77402	0.77347	1	13434	0	0.017648	0.30323	0.37515	1	5796	1	0.017648
"13435"	"BIRC7"	4	0.77405	0.77351	1	13435	0	-0.081217	0.79627	0.79585	1	13616	0	-0.081217
"13436"	"TAGLN"	4	0.77415	0.77361	1	13436	0	0.28432	0.025451	0.063424	0.828136	1366	3	0.28432
"13437"	"WNT9A"	4	0.77428	0.77375	1	13437	0	0.037972	0.32267	0.3873	1	5997	1	0.037972
"13438"	"HSCB"	4	0.77435	0.77383	1	13438	0	-0.083173	0.20001	0.30584	1	4696	1	-0.083173
"13439"	"SEL1L"	1	0.77439	0.77494	1	13439	0	0.14758	0.22561	0.22523	1	5048	0	0.14758
"13440"	"TMIGD1"	4	0.77444	0.77392	1	13440	0	0.045885	0.74126	0.74072	1	12584	0	0.045885
"13441"	"MLXIPL"	4	0.77463	0.7741	1	13441	0	-0.015639	0.5624	0.56562	1	9304	1	-0.015639
"13442"	"PLEKHA2"	4	0.77465	0.77411	1	13442	0	-0.060214	0.52931	0.53735	1	8768	1	-0.060214
"13443"	"MRPL54"	4	0.77468	0.77415	1	13443	0	-0.0012825	0.30314	0.3751	1	5795	1	-0.0012825
"13444"	"SLC30A5"	4	0.77472	0.77418	1	13444	0	0.067936	0.23377	0.33357	1	5122	1	0.067936
"13445"	"G3BP2"	4	0.77474	0.7742	1	13445	0	-0.052435	0.63009	0.62954	1	10479	0	-0.052435
"13446"	"STUB1"	4	0.77476	0.77422	1	13446	0	0.056063	0.69082	0.69014	1	11614	0	0.056063
"13447"	"FAM73B"	4	0.77479	0.77425	1	13447	0	-0.082025	0.77083	0.77036	1	13147	0	-0.082025
"13448"	"MBD1"	4	0.77483	0.77428	1	13448	0	-0.013733	0.91831	0.91807	1	16083	0	-0.013733
"13449"	"PAN3"	4	0.77485	0.77431	1	13449	0	0.011667	0.72117	0.72056	1	12185	0	0.011667
"13450"	"CST6"	4	0.77489	0.77434	1	13450	0	0.079963	0.094926	0.16654	1	2632	2	0.079963
"13451"	"C15orf54"	4	0.7749	0.77437	1	13451	0	0.094282	0.45442	0.47842	1	7654	1	0.094282
"13452"	"C2orf44"	4	0.775	0.77446	1	13452	0	0.059381	0.77828	0.77775	1	13294	0	0.059381
"13453"	"RASSF9"	4	0.77502	0.77448	1	13453	0	0.27259	0.021426	0.054188	0.77833	1244	3	0.27259
"13454"	"ADAMTSL4-AS1"	4	0.77503	0.7745	1	13454	0	0.0047467	0.12587	0.20787	1	3188	1	0.0047467
"13455"	"KLHL23"	4	0.77505	0.77453	1	13455	0	0.011566	0.44103	0.46853	1	7468	1	0.011566
"13456"	"SLC16A10"	4	0.77507	0.77455	1	13456	0	-0.019777	0.83083	0.83019	1	14319	0	-0.019777
"13457"	"ZMYND10"	4	0.77514	0.77463	1	13457	0	-0.01793	0.5692	0.57166	1	9414	1	-0.01793
"13458"	"NCF2"	4	0.77529	0.77478	1	13458	0	-0.024206	0.93909	0.93897	1	16541	0	-0.024206
"13459"	"C17orf72"	4	0.77531	0.7748	1	13459	0	-0.056522	0.90503	0.90469	1	15821	0	-0.056522
"13460"	"PGBD3"	4	0.77533	0.77482	1	13460	0	-0.022004	0.53576	0.54267	1	8875	1	-0.022004
"13461"	"KCNE3"	4	0.77537	0.77484	1	13461	0	0.032815	0.38667	0.42987	1	6770	1	0.032815
"13462"	"NEUROG3"	4	0.77538	0.77486	1	13462	0	0.14472	0.099301	0.1724	1	2708	2	0.14472
"13463"	"UBA5"	4	0.7754	0.77488	1	13463	0	0.032676	0.13918	0.22563	1	3437	1	0.032676
"13464"	"TMEM116"	2	0.77544	0.77478	1	13464	0	0.089201	0.61898	0.61859	1	10283	0	0.089201
"13465"	"TBC1D20"	4	0.77555	0.77504	1	13465	0	-0.09861	0.95722	0.95712	1	16969	0	-0.09861
"13466"	"GCLM"	4	0.77559	0.77508	1	13466	0	0.095785	0.33215	0.39346	1	6111	1	0.095785
"13467"	"CDC37L1"	4	0.7757	0.77518	1	13467	0	0.07199	0.55819	0.56187	1	9224	1	0.07199
"13468"	"PSAPL1"	4	0.77583	0.7753	1	13468	0	0.15917	0.061636	0.12142	1	2074	2	0.15917
"13469"	"EPS8L3"	4	0.77584	0.77532	1	13469	0	0.03971	0.18555	0.28686	1	4391	2	0.03971
"13470"	"BMP3"	4	0.77588	0.77535	1	13470	0	-0.045212	0.39895	0.43841	1	6929	1	-0.045212
"13471"	"PRG4"	4	0.77596	0.77543	1	13471	0	0.052495	0.69917	0.69843	1	11778	0	0.052495
"13472"	"SQSTM1"	4	0.77619	0.77566	1	13472	0	-0.071511	0.35693	0.40962	1	6411	1	-0.071511
"13473"	"SPDYE3"	4	0.77621	0.77568	1	13473	0	0.44398	0.015028	0.039348	0.667071	1054	2	0.44398
"13474"	"CSNK2A3"	4	0.77623	0.7757	1	13474	0	0.021275	0.83371	0.83311	1	14382	0	0.021275
"13475"	"INCENP"	4	0.77625	0.77572	1	13475	0	-0.039011	0.70831	0.70758	1	11946	0	-0.039011
"13476"	"IQCG"	4	0.77627	0.77574	1	13476	0	-0.037819	0.68514	0.68451	1	11506	0	-0.037819
"13477"	"TCTN1"	4	0.77629	0.77576	1	13477	0	-0.090076	0.72877	0.72824	1	12326	0	-0.090076
"13478"	"PLA2G7"	4	0.7763	0.77578	1	13478	0	0.041345	0.4575	0.48076	1	7702	1	0.041345
"13479"	"C11orf45"	4	0.7764	0.77586	1	13479	0	0.019532	0.32574	0.38929	1	6039	1	0.019532
"13480"	"NCR1"	4	0.77645	0.77592	1	13480	0	0.070657	0.53773	0.54435	1	8907	1	0.070657
"13481"	"STK33"	4	0.77647	0.77594	1	13481	0	0.35342	0.0080961	0.022621	0.481955	840	3	0.35342
"13482"	"C10orf68"	4	0.77654	0.77602	1	13482	0	0.13704	0.55804	0.56175	1	9223	1	0.13704
"13483"	"PRDM14"	4	0.77662	0.77609	1	13483	0	0.1698	0.14719	0.23624	1	3606	2	0.1698
"13484"	"PSMB9"	4	0.77665	0.77613	1	13484	0	0.034322	0.61502	0.6145	1	10215	1	0.034322
"13485"	"YRDC"	4	0.77667	0.77615	1	13485	0	0.1617	0.097922	0.17051	1	2685	2	0.1617
"13486"	"IQCF5"	4	0.7768	0.77627	1	13486	0	-0.0062446	0.33461	0.39503	1	6144	1	-0.0062446
"13487"	"LCN9"	4	0.77697	0.77644	1	13487	0	-0.0086665	0.22639	0.32931	1	5057	1	-0.0086665
"13488"	"ZAR1L"	4	0.77702	0.77649	1	13488	0	0.026478	0.13513	0.22016	1	3362	1	0.026478
"13489"	"KIAA1211"	1	0.77708	0.77765	1	13489	0	0.19306	0.22292	0.2226	1	5023	0	0.19306
"13490"	"GTF2I"	4	0.77713	0.7766	1	13490	0	0.18791	0.023068	0.05795	0.801756	1289	3	0.18791
"13491"	"TMEM30A"	4	0.77717	0.77664	1	13491	0	0.24226	0.0074015	0.020933	0.461863	811	3	0.24226
"13492"	"MFAP2"	4	0.77724	0.77672	1	13492	0	0.20854	0.025215	0.062885	0.825254	1359	2	0.20854
"13493"	"PHLPP1"	4	0.77751	0.77699	1	13493	0	0.071903	0.4146	0.44935	1	7132	1	0.071903
"13494"	"CCDC132"	4	0.77761	0.77707	1	13494	0	0.48334	0.00055527	0.0020041	0.10107	357	3	0.48334
"13495"	"TMEM184B"	4	0.77775	0.77722	1	13495	0	-0.019475	0.67711	0.67634	1	11359	0	-0.019475
"13496"	"CTSF"	4	0.77777	0.77723	1	13496	0	0.032412	0.86946	0.86902	1	15086	0	0.032412
"13497"	"MS4A3"	4	0.77781	0.77728	1	13497	0	0.042124	0.075585	0.14058	1	2295	2	0.042124
"13498"	"GPR17"	4	0.77784	0.77731	1	13498	0	-0.06632	0.90315	0.90281	1	15786	0	-0.06632
"13499"	"HMGB4"	4	0.77786	0.77733	1	13499	0	-0.020465	0.92217	0.92198	1	16170	0	-0.020465
"13500"	"TBL3"	4	0.7779	0.77736	1	13500	0	0.048014	0.44125	0.4687	1	7471	1	0.048014
"13501"	"SLC22A18AS"	4	0.77792	0.77738	1	13501	0	0.13568	0.62764	0.62709	1	10436	1	0.13568
"13502"	"COL10A1"	4	0.77801	0.77746	1	13502	0	0.18437	0.10119	0.17493	1	2747	2	0.18437
"13503"	"AAED1"	4	0.77805	0.7775	1	13503	0	0.018493	0.25465	0.3458	1	5310	1	0.018493
"13504"	"UPF1"	4	0.7781	0.77756	1	13504	0	0.28094	0.016968	0.043876	0.705758	1112	3	0.28094
"13505"	"DBI"	4	0.77812	0.77757	1	13505	0	-0.083745	0.8249	0.8243	1	14189	0	-0.083745
"13506"	"ZNF8"	4	0.77814	0.7776	1	13506	0	-0.03705	0.92574	0.92552	1	16251	0	-0.03705
"13507"	"PABPC4L"	4	0.77823	0.77769	1	13507	0	0.24089	0.016678	0.043197	0.697834	1105	3	0.24089
"13508"	"CDR1"	4	0.77826	0.77773	1	13508	0	0.07031	0.21472	0.32267	1	4957	1	0.07031
"13509"	"MYCL"	4	0.77828	0.77775	1	13509	0	-0.0079035	0.30525	0.37638	1	5812	1	-0.0079035
"13510"	"GNL3"	4	0.7783	0.77778	1	13510	0	0.15019	0.6237	0.62311	1	10361	1	0.15019
"13511"	"IL2RB"	4	0.77832	0.7778	1	13511	0	0.13035	0.042231	0.094913	0.958416	1767	2	0.13035
"13512"	"LYRM2"	4	0.77843	0.77791	1	13512	0	0.068405	0.68819	0.6875	1	11565	0	0.068405
"13513"	"MBNL2"	4	0.77847	0.77794	1	13513	0	-0.0093463	0.45413	0.47819	1	7651	1	-0.0093463
"13514"	"DCC"	4	0.77848	0.77796	1	13514	0	0.06865	0.15238	0.2431	1	3708	1	0.06865
"13515"	"IRS2"	2	0.77862	0.77793	1	13515	0	0.043616	0.64499	0.64458	1	10760	0	0.043616
"13516"	"ERCC4"	4	0.77863	0.77809	1	13516	0	0.083605	0.77526	0.77475	1	13241	0	0.083605
"13517"	"MYRF"	3	0.7787	0.77873	1	13517	0	-0.048375	0.40753	0.41596	1	7046	1	-0.048375
"13518"	"MRGPRX2"	4	0.77872	0.7782	1	13518	0	0.02694	0.64409	0.6435	1	10743	0	0.02694
"13519"	"PPP1R15B"	4	0.77878	0.77826	1	13519	0	0.078457	0.18804	0.2901	1	4450	1	0.078457
"13520"	"MAGEE2"	4	0.77879	0.77827	1	13520	0	0.15495	0.19642	0.30115	1	4626	1	0.15495
"13521"	"MDP1"	4	0.77883	0.77831	1	13521	0	-0.018412	0.68077	0.68005	1	11431	0	-0.018412
"13522"	"MRGPRD"	4	0.77885	0.77832	1	13522	0	0.76394	0.0064778	0.018691	0.435612	768	3	0.76394
"13523"	"GPR101"	4	0.7789	0.77837	1	13523	0	-0.053923	0.51199	0.52304	1	8489	1	-0.053923
"13524"	"GABRG1"	4	0.77892	0.7784	1	13524	0	-0.030083	0.64326	0.64268	1	10725	0	-0.030083
"13525"	"OR10C1"	3	0.77898	0.77899	1	13525	0	0.11748	0.54615	0.54637	1	9037	0	0.11748
"13526"	"OSBPL7"	4	0.77903	0.77852	1	13526	0	0.11116	0.61283	0.61238	1	10169	1	0.11116
"13527"	"FNBP4"	4	0.77921	0.77871	1	13527	0	0.085052	0.1569	0.24905	1	3809	2	0.085052
"13528"	"CPEB4"	4	0.77923	0.77874	1	13528	0	-0.0292	0.52012	0.52975	1	8617	1	-0.0292
"13529"	"FIZ1"	4	0.77927	0.77877	1	13529	0	0.0072812	0.61562	0.61509	1	10227	1	0.0072812
"13530"	"LHX6"	4	0.77928	0.77879	1	13530	0	-0.018904	0.64718	0.64659	1	10797	0	-0.018904
"13531"	"GPX6"	4	0.77932	0.77882	1	13531	0	-0.017546	0.73828	0.73774	1	12526	0	-0.017546
"13532"	"EDARADD"	4	0.77936	0.77886	1	13532	0	0.049406	0.52227	0.53154	1	8649	1	0.049406
"13533"	"CATSPERD"	4	0.77943	0.77893	1	13533	0	0.014419	0.56158	0.56488	1	9285	1	0.014419
"13534"	"GAB4"	4	0.7795	0.77901	1	13534	0	0.021615	0.46443	0.48594	1	7791	1	0.021615
"13535"	"FAM21B"	4	0.77959	0.7791	1	13535	0	0.15606	0.09713	0.16947	1	2672	2	0.15606
"13536"	"SERINC3"	4	0.77965	0.77915	1	13536	0	0.13468	0.29865	0.37227	1	5748	1	0.13468
"13537"	"FDX1L"	4	0.77972	0.77922	1	13537	0	-0.077229	0.88913	0.88869	1	15490	0	-0.077229
"13538"	"ADAM15"	4	0.77976	0.77927	1	13538	0	-0.02611	0.82783	0.82721	1	14253	0	-0.02611
"13539"	"OVOL1"	4	0.77987	0.77937	1	13539	0	0.16147	0.027647	0.068326	0.846861	1443	2	0.16147
"13540"	"LRRN3"	4	0.77994	0.77944	1	13540	0	0.0057783	0.12643	0.2086	1	3198	1	0.0057783
"13541"	"TRIM68"	4	0.77999	0.77949	1	13541	0	-0.0094426	0.32457	0.38854	1	6021	1	-0.0094426
"13542"	"APEX1"	4	0.78005	0.77955	1	13542	0	-0.036038	0.68419	0.68355	1	11490	0	-0.036038
"13543"	"KCNJ10"	4	0.78007	0.77957	1	13543	0	-0.089828	0.97548	0.97545	1	17365	0	-0.089828
"13544"	"UBALD2"	4	0.78014	0.77965	1	13544	0	0.08717	0.57288	0.57496	1	9476	1	0.08717
"13545"	"KIAA0430"	4	0.78021	0.77972	1	13545	0	-0.014722	0.7592	0.75874	1	12923	0	-0.014722
"13546"	"HIC1"	4	0.78025	0.77975	1	13546	0	0.011435	0.48671	0.50312	1	8105	1	0.011435
"13547"	"KDM5C"	4	0.78027	0.77977	1	13547	0	0.10219	0.58382	0.58499	1	9643	1	0.10219
"13548"	"AKR1B1"	4	0.78028	0.77979	1	13548	0	0.074517	0.78301	0.78255	1	13375	0	0.074517
"13549"	"MICALCL"	4	0.7803	0.77981	1	13549	0	-0.056971	0.91676	0.91656	1	16053	0	-0.056971
"13550"	"TAS1R2"	4	0.78041	0.77991	1	13550	0	0.024341	0.6974	0.69664	1	11741	0	0.024341
"13551"	"CCAR1"	4	0.78047	0.77996	1	13551	0	0.15383	0.1981	0.3033	1	4660	2	0.15383
"13552"	"TSPAN14"	3	0.78055	0.78057	1	13552	0	0.17347	0.35205	0.36924	1	6353	1	0.17347
"13553"	"PLXNB1"	4	0.78056	0.78005	1	13553	0	0.043383	0.34038	0.39872	1	6221	1	0.043383
"13554"	"DNMT3A"	4	0.7807	0.78019	1	13554	0	0.060197	0.25841	0.34798	1	5349	1	0.060197
"13555"	"SLC2A4RG"	4	0.78094	0.78043	1	13555	0	0.0071375	0.41547	0.44997	1	7141	1	0.0071375
"13556"	"CHMP4A"	4	0.78101	0.78051	1	13556	0	0.0055664	0.73052	0.73	1	12367	0	0.0055664
"13557"	"PDE7A"	4	0.78104	0.78055	1	13557	0	0.032826	0.44503	0.47146	1	7534	1	0.032826
"13558"	"MAP3K10"	4	0.7811	0.78061	1	13558	0	0.018443	0.7702	0.76971	1	13136	0	0.018443
"13559"	"KIAA1324L"	4	0.78119	0.7807	1	13559	0	0.13858	0.18491	0.28603	1	4379	2	0.13858
"13560"	"WBP1"	4	0.78123	0.78075	1	13560	0	-0.014752	0.61411	0.61364	1	10190	1	-0.014752
"13561"	"PDCD2L"	4	0.78124	0.78076	1	13561	0	0.27744	0.1422	0.22959	1	3515	2	0.27744
"13562"	"BAZ1B"	4	0.7813	0.78082	1	13562	0	0.10093	0.46478	0.4862	1	7797	1	0.10093
"13563"	"LOR"	4	0.78133	0.78085	1	13563	0	-0.0042697	0.41256	0.44785	1	7109	1	-0.0042697
"13564"	"VGF"	4	0.78139	0.7809	1	13564	0	0.011601	0.77027	0.76979	1	13138	0	0.011601
"13565"	"RNF135"	4	0.78141	0.78092	1	13565	0	0.015071	0.67689	0.67613	1	11354	0	0.015071
"13566"	"IBA57-AS1"	4	0.78146	0.78098	1	13566	0	-0.033179	0.31164	0.38049	1	5871	1	-0.033179
"13567"	"OGG1"	4	0.78148	0.78099	1	13567	0	0.015682	0.84155	0.84089	1	14523	0	0.015682
"13568"	"PSTPIP1"	4	0.78155	0.78106	1	13568	0	-0.1092	0.82968	0.82901	1	14293	0	-0.1092
"13569"	"ASAH1"	4	0.78159	0.7811	1	13569	0	2.0447e-05	0.83313	0.83253	1	14372	0	2.0447e-05
"13570"	"IL20RA"	2	0.78166	0.78094	1	13571	0	0.042079	0.57936	0.57918	1	9579	0	0.042079
"13571"	"POU2F3"	4	0.78166	0.78117	1	13570	0	0.063234	0.65657	0.65589	1	10978	0	0.063234
"13572"	"GTPBP10"	4	0.78175	0.78126	1	13572	0	0.079112	0.41645	0.45067	1	7154	1	0.079112
"13573"	"RCN3"	4	0.78182	0.78134	1	13573	0	-0.0058139	0.57226	0.57436	1	9464	1	-0.0058139
"13574"	"LILRB2"	4	0.78204	0.78156	1	13574	0	0.039625	0.77207	0.7716	1	13171	0	0.039625
"13575"	"RNF187"	4	0.78209	0.78162	1	13575	0	0.037296	0.28575	0.36435	1	5619	1	0.037296
"13576"	"MAP4K2"	4	0.78213	0.78164	1	13576	0	0.086732	0.29283	0.3687	1	5689	1	0.086732
"13577"	"TMEM209"	4	0.78229	0.78181	1	13577	0	-0.032208	0.93255	0.93224	1	16394	0	-0.032208
"13578"	"RHAG"	4	0.78231	0.78183	1	13578	0	-0.060221	0.68008	0.67934	1	11419	0	-0.060221
"13579"	"C11orf71"	4	0.78233	0.78185	1	13579	0	0.021829	0.71801	0.71734	1	12127	0	0.021829
"13580"	"MAP1LC3B"	4	0.78238	0.78191	1	13580	0	0.1861	0.017592	0.045329	0.719798	1126	2	0.1861
"13581"	"SUSD4"	4	0.78254	0.78208	1	13581	0	-0.0090377	0.83095	0.83031	1	14322	0	-0.0090377
"13582"	"RSF1"	4	0.78258	0.78212	1	13582	0	-0.022266	0.13356	0.21806	1	3330	1	-0.022266
"13583"	"ODF3L1"	4	0.78261	0.78215	1	13583	0	0.1166	0.07244	0.13631	1	2245	2	0.1166
"13584"	"CCDC28A"	4	0.78263	0.78218	1	13584	0	0.044174	0.77742	0.77689	1	13277	0	0.044174
"13585"	"CMA1"	4	0.78269	0.78223	1	13585	0	0.0051952	0.9074	0.90715	1	15878	0	0.0051952
"13586"	"PLCD1"	4	0.78276	0.78231	1	13586	0	0.13964	0.17163	0.26843	1	4090	2	0.13964
"13587"	"RGP1"	4	0.78283	0.78238	1	13587	0	0.24228	0.18081	0.28057	1	4284	2	0.24228
"13588"	"STK17B"	4	0.78306	0.78261	1	13588	0	0.062977	0.25733	0.34736	1	5336	1	0.062977
"13589"	"F12"	4	0.7831	0.78264	1	13589	0	-0.046943	0.088777	0.1583	1	2521	1	-0.046943
"13590"	"C7orf73"	4	0.78313	0.78268	1	13590	0	0.082859	0.06155	0.1213	1	2072	2	0.082859
"13591"	"CD300LB"	4	0.78315	0.7827	1	13591	0	0.065408	0.053281	0.10995	1	1930	2	0.065408
"13592"	"CISD2"	4	0.78317	0.78272	1	13592	0	-0.074938	0.53248	0.53994	1	8822	1	-0.074938
"13593"	"EML2"	4	0.78342	0.78298	1	13593	0	0.25474	0.12647	0.20864	1	3199	2	0.25474
"13594"	"RIPPLY2"	4	0.78346	0.78301	1	13594	0	0.037781	0.5701	0.57246	1	9428	1	0.037781
"13595"	"PLAC8L1"	4	0.78374	0.7833	1	13595	0	-0.035166	0.89011	0.8897	1	15508	0	-0.035166
"13596"	"BCS1L"	4	0.78382	0.78338	1	13596	0	0.0084869	0.41096	0.4467	1	7086	1	0.0084869
"13597"	"SDK1"	4	0.78387	0.78343	1	13597	0	-0.089719	0.89802	0.89772	1	15673	0	-0.089719
"13598"	"FAM227B"	4	0.78392	0.78348	1	13598	0	0.015673	0.56228	0.56552	1	9300	1	0.015673
"13599"	"LCP2"	4	0.78421	0.78374	1	13599	0	0.22786	0.012647	0.033563	0.610872	985	3	0.22786
"13600"	"LYPD4"	4	0.78426	0.7838	1	13600	0	0.061498	0.15998	0.25313	1	3868	2	0.061498
"13601"	"DMGDH"	4	0.78428	0.78381	1	13601	0	0.13415	0.032833	0.079855	0.897672	1584	2	0.13415
"13602"	"RBBP7"	3	0.78431	0.7843	1	13602	0	-0.00033337	0.33431	0.35486	1	6142	1	-0.00033337
"13603"	"LARP1B"	4	0.78432	0.78384	1	13603	0	0.14361	0.083562	0.15138	1	2425	2	0.14361
"13604"	"ANO4"	4	0.78446	0.78399	1	13604	0	0.22852	0.016345	0.04244	0.69311	1094	3	0.22852
"13605"	"HABP4"	4	0.78451	0.78404	1	13605	0	-0.060581	0.82744	0.82682	1	14247	0	-0.060581
"13606"	"ZNF627"	4	0.78464	0.78415	1	13606	0	0.040993	0.65908	0.6584	1	11025	0	0.040993
"13607"	"AFP"	4	0.78467	0.78419	1	13607	0	0.071355	0.69435	0.69362	1	11683	0	0.071355
"13608"	"TMEM5"	4	0.78469	0.78421	1	13608	0	0.10749	0.65219	0.65147	1	10890	0	0.10749
"13609"	"CCDC15"	4	0.78491	0.78442	1	13609	0	0.10659	0.090061	0.16	1	2540	2	0.10659
"13610"	"UBR7"	4	0.78512	0.78465	1	13610	0	0.045368	0.71906	0.71839	1	12147	0	0.045368
"13611"	"TWISTNB"	4	0.78519	0.78472	1	13611	0	0.015658	0.77038	0.7699	1	13139	0	0.015658
"13612"	"TIMELESS"	4	0.78521	0.78474	1	13612	0	-0.014757	0.57202	0.57416	1	9460	1	-0.014757
"13613"	"NAP1L1"	4	0.78526	0.78479	1	13613	0	-0.0084753	0.39201	0.43354	1	6840	1	-0.0084753
"13614"	"FAM175B"	4	0.78535	0.78488	1	13614	0	0.11419	0.15906	0.2519	1	3851	2	0.11419
"13615"	"USP31"	4	0.78537	0.7849	1	13615	0	0.093408	0.72376	0.72321	1	12238	0	0.093408
"13616"	"HDGFRP3"	3	0.78544	0.78542	1	13616	0	-0.022436	0.037344	0.071238	0.859187	1695	1	-0.022436
"13617"	"ANKRD65"	4	0.78555	0.78509	1	13617	0	0.030302	0.23085	0.33185	1	5098	1	0.030302
"13618"	"ATP6AP1L"	4	0.78558	0.78513	1	13618	0	0.035975	0.76295	0.76249	1	12992	0	0.035975
"13619"	"COPS2"	4	0.78569	0.78524	1	13619	0	0.3231	0.0041988	0.013025	0.343319	682	3	0.3231
"13620"	"ADAL"	4	0.78582	0.78535	1	13620	0	-0.010866	0.76364	0.76318	1	13007	0	-0.010866
"13621"	"OPN1LW"	4	0.7859	0.78544	1	13621	0	-0.057966	0.4321	0.46204	1	7345	1	-0.057966
"13622"	"MYSM1"	4	0.78596	0.78549	1	13622	0	-0.052862	0.77981	0.77932	1	13325	0	-0.052862
"13623"	"OR13C8"	4	0.78599	0.78553	1	13623	0	-0.017996	0.68739	0.68672	1	11553	0	-0.017996
"13624"	"CC2D2A"	4	0.78601	0.78556	1	13624	0	0.097971	0.17073	0.26724	1	4068	2	0.097971
"13625"	"SUCLG2"	4	0.78603	0.78558	1	13625	0	-0.016598	0.86133	0.86087	1	14922	0	-0.016598
"13626"	"CAMSAP3"	4	0.78606	0.78562	1	13626	0	-0.0080366	0.12516	0.2069	1	3171	1	-0.0080366
"13627"	"KLHDC8A"	4	0.78608	0.78564	1	13627	0	0.012439	0.58044	0.5819	1	9594	1	0.012439
"13628"	"ZXDC"	4	0.78614	0.78569	1	13628	0	0.23458	0.012748	0.033797	0.613269	988	3	0.23458
"13629"	"TARDBP"	4	0.78615	0.78571	1	13629	0	0.098104	0.12383	0.20517	1	3147	2	0.098104
"13630"	"PSMB5"	4	0.78617	0.78573	1	13630	0	-0.0034217	0.83531	0.83473	1	14411	0	-0.0034217
"13631"	"NDC80"	4	0.78619	0.78576	1	13631	0	0.07129	0.38913	0.43154	1	6802	1	0.07129
"13632"	"PGAM2"	4	0.78621	0.78577	1	13632	0	0.078975	0.62673	0.62614	1	10416	1	0.078975
"13633"	"ALDH1L2"	4	0.78622	0.78579	1	13633	0	0.027527	0.53522	0.54223	1	8866	1	0.027527
"13634"	"C1orf180"	4	0.78628	0.78585	1	13634	0	-0.055091	0.95793	0.95784	1	16984	0	-0.055091
"13635"	"PGM1"	4	0.78631	0.78589	1	13635	0	0.0099005	0.43685	0.46548	1	7410	1	0.0099005
"13636"	"QTRT1"	4	0.78635	0.78594	1	13636	0	0.029464	0.12296	0.20401	1	3136	1	0.029464
"13637"	"FAM189A1"	4	0.78637	0.78596	1	13637	0	-0.026471	0.55011	0.55485	1	9100	1	-0.026471
"13638"	"INTS2"	4	0.78638	0.78598	1	13638	0	0.17023	0.026757	0.066296	0.838805	1413	3	0.17023
"13639"	"SERPIND1"	4	0.78642	0.78601	1	13639	0	-0.030458	0.79834	0.79799	1	13658	0	-0.030458
"13640"	"SLC33A1"	4	0.78649	0.78608	1	13640	0	0.1188	0.043683	0.096916	0.967404	1788	2	0.1188
"13641"	"CNN3"	4	0.78656	0.78614	1	13641	0	-0.014331	0.28306	0.36273	1	5591	1	-0.014331
"13642"	"ADCK1"	4	0.78665	0.78624	1	13642	0	0.018381	0.51804	0.52801	1	8577	1	0.018381
"13643"	"CHORDC1"	4	0.78667	0.78627	1	13643	0	0.15947	0.054847	0.11216	1	1958	2	0.15947
"13644"	"PCYOX1L"	4	0.78669	0.78629	1	13644	0	0.16153	0.077125	0.14267	1	2317	2	0.16153
"13645"	"FYB"	4	0.7867	0.78631	1	13645	0	0.68603	5.51e-05	0.00020263	0.020786	176	3	0.68603
"13646"	"FAM151B"	4	0.78674	0.78635	1	13646	0	0.0067443	0.37824	0.42399	1	6669	1	0.0067443
"13647"	"GPR173"	4	0.78685	0.78646	1	13647	0	-0.041593	0.48541	0.50211	1	8086	1	-0.041593
"13648"	"ZNF540"	4	0.78686	0.78647	1	13648	0	-0.053319	0.90124	0.90087	1	15746	0	-0.053319
"13649"	"TRMT61B"	2	0.78721	0.78656	1	13649	0	0.36577	0.074099	0.10708	1	2271	1	0.36577
"13650"	"PAPPA2"	4	0.78723	0.78683	1	13650	0	0.01063	0.86699	0.86652	1	15038	0	0.01063
"13651"	"NOC4L"	4	0.78731	0.7869	1	13651	0	0.0077989	0.74077	0.74023	1	12577	0	0.0077989
"13652"	"WDR7"	4	0.78734	0.78694	1	13652	0	0.053765	0.57372	0.57573	1	9493	1	0.053765
"13653"	"CSRP2"	4	0.78745	0.78704	1	13653	0	0.013533	0.7093	0.70856	1	11962	0	0.013533
"13654"	"ANKRD27"	1	0.78752	0.78808	1	13654	0	0.16633	0.21248	0.21214	1	4939	1	0.16633
"13655"	"AVIL"	4	0.78764	0.78723	1	13655	0	0.060707	0.53162	0.5392	1	8804	1	0.060707
"13656"	"CUEDC1"	4	0.78766	0.78725	1	13656	0	0.1514	0.13438	0.21917	1	3344	2	0.1514
"13657"	"CCNF"	4	0.78777	0.78736	1	13657	0	0.069838	0.1887	0.29094	1	4464	2	0.069838
"13658"	"DFNA5"	4	0.78785	0.78745	1	13658	0	-0.092808	0.55327	0.55761	1	9150	1	-0.092808
